,time_zone,name,coordinates,code,country_code
292,America/New_York,Columbia,"{'lon': -81.0348144, 'lat': 34.0007104}",CAE,US
293,Asia/Tokyo,Hiroshima,"{'lon': 132.4552927, 'lat': 34.3852029}",HIJ,JP
294,Australia/Darwin,Moroak,"{'lon': 133.41667, 'lat': -14.483333}",MRT,AU
295,Asia/Sakhalin,Nogliki,"{'lon': 143.16667, 'lat': 51.8}",NGK,RU
296,Asia/Seoul,Seoul,"{'lon': 126.9779692, 'lat': 37.566535}",SEL,KR
297,Asia/Shanghai,Heihe,"{'lon': 127.433334, 'lat': 50.216667}",HEK,CN
298,Australia/Adelaide,Indulkana,"{'lon': 133.325, 'lat': -26.966667}",IDK,AU
299,America/Chicago,Minocqua,"{'lon': -89.73222, 'lat': 45.924168}",ARV,US
300,America/Los_Angeles,Corcoran,"{'lon': -119.55, 'lat': 36.1}",CRO,US
301,Asia/Dhaka,Chittagong,"{'lon': 91.81516, 'lat': 22.245201}",CGP,BD
302,Australia/Adelaide,Cowarie,"{'lon': 138.33333, 'lat': -27.716667}",CWR,AU
303,Europe/Madrid,Ibiza,"{'lon': 1.367803, 'lat': 38.876595}",IBZ,ES
304,America/Sao_Paulo,Almenara,"{'lon': -40.683334, 'lat': -16.183332}",AMJ,BR
305,Asia/Shanghai,Lhasa,"{'lon': 90.90051, 'lat': 29.29305}",LXA,CN
306,Africa/Nouakchott,Chinguitti,"{'lon': -12.366667, 'lat': 20.45}",CGT,MR
307,Asia/Bangkok,Nakhon Si Thammarat,"{'lon': 99.95, 'lat': 8.466667}",NST,TH
308,Asia/Kathmandu,Manang,"{'lon': 85.36305, 'lat': 27.700556}",NGX,NP
309,America/Winnipeg,Fort Frances,"{'lon': -93.44722, 'lat': 48.65278}",YAG,CA
310,America/Belize,Caye Chapel,"{'lon': -88.833336, 'lat': 17.666668}",CYC,BZ
311,America/Chicago,Roma,"{'lon': -99.13333, 'lat': 26.583332}",FAL,US
312,America/New_York,Patuxent River,"{'lon': -76.433334, 'lat': 38.3}",NHK,US
313,Africa/Bangui,Birao,"{'lon': 22.713888, 'lat': 10.186389}",IRO,CF
314,America/Montreal,Lagrande 4,"{'lon': -73.65, 'lat': 53.75}",YAH,CA
315,America/Los_Angeles,Porterville,"{'lon': -119.01667, 'lat': 36.066666}",PTV,US
316,America/Vancouver,Maple Bay,"{'lon': -123.61667, 'lat': 48.816666}",YAQ,CA
317,Pacific/Port_Moresby,April River,"{'lon': 145.0, 'lat': -8.5}",APR,PG
318,America/Montreal,Kattiniq,"{'lon': -73.31694, 'lat': 61.662777}",YAU,CA
319,Pacific/Marquesas,Atuona,"{'lon': -139.00978, 'lat': -9.769324}",AUQ,PF
320,America/Anchorage,Cooper Lodge,"{'lon': -149.85, 'lat': 60.483334}",JLA,US
321,Pacific/Guadalcanal,Balalae,"{'lon': 155.88333, 'lat': -6.983333}",BAS,SB
322,Asia/Makassar,Nunukan,"{'lon': 117.65, 'lat': 4.15}",NNX,ID
323,America/Edmonton,Lloydminster,"{'lon': -110.072716, 'lat': 53.31297}",YLL,CA
324,Africa/Johannesburg,Nelspruit,"{'lon': 30.9852778, 'lat': -25.4658333}",NLP,ZA
325,America/Denver,Craig,"{'lon': -107.525, 'lat': 40.495556}",CIG,US
326,America/Anchorage,Fairbanks,"{'lon': -147.7163889, 'lat': 64.8377778}",FAI,US
327,Europe/Paris,Avignon,"{'lon': 4.805528, 'lat': 43.949317}",AVN,FR
328,America/New_York,Clearwater,"{'lon': -82.75861, 'lat': 27.976667}",CLW,US
329,America/Vancouver,Miners Bay,"{'lon': -123.3, 'lat': 48.86667}",YAV,CA
330,America/Bogota,Pitalito,"{'lon': -76.03333, 'lat': 1.85}",PTX,CO
331,America/St_Johns,St Anthony,"{'lon': -55.583332, 'lat': 51.36667}",YAY,CA
332,America/Chicago,Marshall,"{'lon': -94.38333, 'lat': 32.55}",ASL,US
333,America/Anchorage,Akiak,"{'lon': -161.22333, 'lat': 60.905556}",AKI,US
334,America/Vancouver,Telegraph Harbour,"{'lon': -123.65, 'lat': 48.983334}",YBQ,CA
335,America/Argentina/Salta,Zapala,"{'lon': -70.083336, 'lat': -38.916668}",APZ,AR
336,Asia/Karachi,Sialkot,"{'lon': 74.5, 'lat': 32.533333}",SKT,PK
337,Africa/Maputo,Montepuez,"{'lon': 38.983334, 'lat': -13.133333}",MTU,MZ
338,Asia/Riyadh,Qaisumah,"{'lon': 46.121315, 'lat': 28.334408}",AQI,SA
339,America/Edmonton,Bonnyville,"{'lon': -110.73333, 'lat': 54.266666}",YBY,CA
340,America/Regina,Hatchet Lake,"{'lon': -102.539444, 'lat': 58.660557}",YDJ,CA
341,Europe/Moscow,Yoshkar-Ola,"{'lon': 47.9, 'lat': 56.716667}",JOK,RU
342,America/Montreal,Sherbrooke,"{'lon': -71.9, 'lat': 45.416668}",YSC,CA
343,America/Chicago,Appleton,"{'lon': -88.50994, 'lat': 44.26011}",ATW,US
344,Europe/Moscow,Naryan-Mar,"{'lon': 53.15, 'lat': 67.61667}",NNM,RU
345,Europe/Paris,Cholet,"{'lon': -0.866667, 'lat': 47.066666}",CET,FR
346,America/Winnipeg,Cross Lake,"{'lon': -97.8, 'lat': 54.63333}",YCR,CA
347,Asia/Kuching,Sibu,"{'lon': 111.98657, 'lat': 2.254997}",SBW,MY
348,Pacific/Tarawa,Abaiang,"{'lon': 173.30417, 'lat': 1.670833}",ABF,KI
349,America/Mexico_City,San Luis Potosi,"{'lon': -100.936806, 'lat': 22.255466}",SLP,MX
350,America/New_York,Cleveland,"{'lon': -81.6954088, 'lat': 41.4994954}",CLE,US
351,Europe/Copenhagen,Randers,"{'lon': 53.15278, 'lat': 24.963888}",ZIR,DK
352,America/Bogota,Villagarzon,"{'lon': -76.71667, 'lat': 1.066667}",VGZ,CO
353,Europe/Samara,Saratov,"{'lon': 46.066666, 'lat': 51.566666}",RTW,RU
354,America/Phoenix,Flagstaff,"{'lon': -112.6612088, 'lat': 36.3551644}",GCN,US
355,Australia/Darwin,Coolibah,"{'lon': 130.93333, 'lat': -15.55}",COB,AU
356,America/Whitehorse,Snake River,"{'lon': -122.433334, 'lat': 59.033333}",YXF,CA
357,Asia/Dhaka,Jessore,"{'lon': 89.160645, 'lat': 23.17696}",JSR,BD
358,America/Argentina/Buenos_Aires,Santa Teresita,"{'lon': -60.783333, 'lat': -33.416668}",SST,AR
359,America/Puerto_Rico,Aguadilla,"{'lon': -67.13, 'lat': 18.495832}",BQN,PR
360,America/Santa_Isabel,San Felipe,"{'lon': -114.86667, 'lat': 31.0}",SFH,MX
361,America/Regina,Melville,,XEK,CA
362,America/Vancouver,Doc Creek,"{'lon': -128.08333, 'lat': 52.05}",YDX,CA
363,Pacific/Port_Moresby,Rakanda,"{'lon': 152.16667, 'lat': -4.5}",RAA,PG
364,Pacific/Fiji,Natadola,"{'lon': 177.31667, 'lat': -18.083332}",NTA,FJ
365,Europe/Stockholm,Ornskoldsvik,"{'lon': 18.992073, 'lat': 63.412582}",OER,SE
366,America/Chicago,Houston,"{'lon': -95.383056, 'lat': 29.762778}",HOU,US
367,Asia/Tokyo,Omura,"{'lon': 129.93611, 'lat': 32.924442}",OMJ,JP
368,Africa/Harare,Harare,"{'lon': 31.099249, 'lat': -17.91863}",HRE,ZW
369,America/Mexico_City,Leon/Guanajuato,"{'lon': -101.479, 'lat': 20.985699}",BJX,MX
370,Europe/Stockholm,Sundsvall,"{'lon': 17.3069157, 'lat': 62.3908358}",SDL,SE
371,Europe/Chisinau,Beltsy,"{'lon': 27.933332, 'lat': 47.75}",BZY,MD
372,America/Los_Angeles,Shelton,"{'lon': -123.138885, 'lat': 47.23389}",SHN,US
373,America/New_York,Cooperstown,"{'lon': -74.933334, 'lat': 42.7}",COP,US
374,America/Santiago,Coquimbo,"{'lon': -70.63333, 'lat': -32.8}",COW,CL
375,Europe/Rome,Trapani,"{'lon': 12.495865, 'lat': 37.901386}",TPS,IT
376,America/New_York,Rehoboth Beach,"{'lon': -75.1, 'lat': 38.7}",REH,US
377,Asia/Seoul,Yecheon,"{'lon': 128.355, 'lat': 36.625}",YEC,KR
378,Pacific/Port_Moresby,Port Moresby,"{'lon': 147.21446, 'lat': -9.444308}",POM,PG
379,Europe/Paris,Chambery,"{'lon': 5.88437, 'lat': 45.637993}",CMF,FR
380,Australia/Adelaide,Coober Pedy,"{'lon': 134.75278, 'lat': -29.044443}",CPD,AU
381,Europe/Madrid,Santander,"{'lon': -3.8079336, 'lat': 43.4609602}",SDR,ES
382,Asia/Ho_Chi_Minh,Rach Gia,"{'lon': 105.083336, 'lat': 10.083333}",VKG,VN
383,Asia/Sakhalin,Shakhtyorsk,"{'lon': 142.077703, 'lat': 49.190735}",EKS,RU
384,Asia/Tehran,Yasouj,"{'lon': 51.55276, 'lat': 30.699774}",YES,IR
385,Africa/Abidjan,Odienne,"{'lon': -7.570833, 'lat': 9.49}",KEO,CI
386,Africa/Brazzaville,Brazzaville,"{'lon': 15.251139, 'lat': -4.258899}",BZV,CG
387,America/Inuvik,Inuvik,"{'lon': -133.49767, 'lat': 68.30665}",YEV,CA
388,America/Anchorage,Seward,"{'lon': -149.41806, 'lat': 60.13333}",SWD,US
389,America/New_York,Greenville,"{'lon': -82.3940104, 'lat': 34.8526176}",GSP,US
390,Pacific/Port_Moresby,Cape Rodney,"{'lon': 148.36667, 'lat': -10.183333}",CPN,PG
391,America/Fortaleza,Cururupu,"{'lon': -44.86667, 'lat': -1.8}",CPU,BR
392,Africa/Kigali,Kigali,"{'lon': 30.135014, 'lat': -1.963042}",KGL,RW
393,America/Yellowknife,Snap Lake,,YNX,CA
394,Asia/Thimphu,Paro,"{'lon': 89.416664, 'lat': 27.433332}",PBH,BT
395,Australia/Darwin,Kulgera,"{'lon': 133.03334, 'lat': -25.833332}",KGR,AU
396,Africa/Luanda,Ondjiva,"{'lon': 15.7, 'lat': -17.05}",VPE,AO
397,Asia/Brunei,Bandar Seri Begawan,"{'lon': 114.93375, 'lat': 4.945197}",BWN,BN
398,Europe/Paris,Courchevel,"{'lon': 6.634722, 'lat': 45.396667}",CVF,FR
399,America/Anchorage,Grayling,"{'lon': -160.0625, 'lat': 62.89528}",KGX,US
400,Europe/Sofia,Silistra,"{'lon': 27.180555, 'lat': 44.05639}",SLS,BG
401,Europe/London,Inverness,"{'lon': -4.2314535, 'lat': 57.4766949}",INV,GB
402,Africa/Gaborone,Khwai River Lodge,"{'lon': 23.5, 'lat': -19.0}",KHW,BW
403,Australia/Brisbane,Rutland Plains,"{'lon': 141.83333, 'lat': -15.6}",RTP,AU
404,Asia/Yekaterinburg,Igrim,"{'lon': 64.433945, 'lat': 63.200756}",IRM,RU
405,Africa/Khartoum,Kassala,"{'lon': 36.34222, 'lat': 15.390278}",KSL,SD
406,Asia/Karachi,Sargodha,"{'lon': 72.666664, 'lat': 32.166668}",SGI,PK
407,America/Chicago,Tulsa,"{'lon': -95.992775, 'lat': 36.1539816}",TUL,US
408,Australia/Sydney,Collarenebri,"{'lon': 148.58333, 'lat': -29.55}",CRB,AU
409,Asia/Shanghai,Changzhi,"{'lon': 113.12158, 'lat': 36.24588}",CIH,CN
410,Europe/Brussels,Kortrijk,"{'lon': 3.201667, 'lat': 50.817223}",KJK,BE
411,Asia/Kolkata,Pune,"{'lon': 73.920555, 'lat': 18.581388}",PNQ,IN
412,Asia/Tokyo,Kerama,"{'lon': 127.333336, 'lat': 26.083332}",KJP,JP
413,America/Sao_Paulo,Xanxere,"{'lon': -52.38333, 'lat': -26.883333}",AXE,BR
414,America/Chicago,Corpus Christi,"{'lon': -97.396381, 'lat': 27.8005828}",CRP,US
415,Atlantic/Reykjavik,Siglufjordur,"{'lon': -18.933332, 'lat': 66.166664}",SIJ,IS
416,Africa/Dakar,Cap Skirring,"{'lon': -16.75, 'lat': 12.4}",CSK,SN
417,America/Anchorage,Koyuk,"{'lon': -161.15, 'lat': 64.939445}",KKA,US
418,Asia/Singapore,Singapore,"{'lon': 103.8499802, 'lat': 1.2894365}",SIN,SG
419,America/Bogota,Ayacucho,"{'lon': -73.61667, 'lat': 8.6}",AYC,CO
420,Europe/Oslo,Kirkenes,"{'lon': 29.891184, 'lat': 69.7235}",KKN,NO
421,America/Moncton,Fredericton,"{'lon': -66.52978, 'lat': 45.87316}",YFC,CA
422,America/Chicago,Clinton,"{'lon': -96.933334, 'lat': 35.539165}",CSM,US
423,America/Anchorage,New Stuyahok,"{'lon': -157.32973, 'lat': 59.45222}",KNW,US
424,America/Anchorage,Port Lions,"{'lon': -152.84389, 'lat': 57.886112}",ORI,US
425,Asia/Ho_Chi_Minh,Vinh Long,"{'lon': 105.95, 'lat': 10.25}",XVL,VN
426,Africa/Lubumbashi,Basongo,"{'lon': 20.428057, 'lat': -4.313333}",BAN,CD
427,America/La_Paz,San Jose,"{'lon': -60.738335, 'lat': -17.827223}",SJS,BO
428,Europe/Rome,Perugia,"{'lon': 12.366667, 'lat': 43.13333}",PEG,IT
429,America/Puerto_Rico,San Juan,"{'lon': -66.1057217, 'lat': 18.4663338}",SJU,PR
430,Pacific/Honolulu,Kailua-Kona,"{'lon': -156.04108, 'lat': 19.736174}",KOA,US
431,America/Denver,Sidney,"{'lon': -102.9825, 'lat': 41.099445}",SNY,US
432,Asia/Seoul,Jeju,"{'lon': 126.5311884, 'lat': 33.4996213}",CJU,KR
433,Asia/Kolkata,Simla,"{'lon': 77.15, 'lat': 31.116667}",SLV,IN
434,Africa/Nouakchott,Boutilimit,"{'lon': -14.666667, 'lat': 17.75}",OTL,MR
435,Asia/Makassar,Kotabangun,"{'lon': 116.583336, 'lat': -0.266667}",KOD,ID
436,Asia/Manila,Baler,"{'lon': 121.083336, 'lat': 15.0}",BQA,PH
437,Asia/Kolkata,Dehra Dun,"{'lon': 78.03333, 'lat': 30.316668}",DED,IN
438,Africa/Algiers,Annaba,"{'lon': 7.811857, 'lat': 36.821392}",AAE,DZ
439,America/Anchorage,Saint Paul Island,"{'lon': -170.21722, 'lat': 57.15222}",SNP,US
440,America/Argentina/Salta,Cutral,"{'lon': -69.0, 'lat': -38.9}",CUT,AR
441,Asia/Ashgabat,Turkmanbashi,"{'lon': 53.083332, 'lat': 40.083332}",KRW,TM
442,America/Bogota,Sabana De Torres,"{'lon': -73.0, 'lat': 7.666667}",SNT,CO
443,America/Anchorage,Port Bailey,"{'lon': -153.03334, 'lat': 57.933334}",KPY,US
444,Africa/Abidjan,Katiola,"{'lon': -5.166667, 'lat': 8.166667}",KTC,CI
445,America/Santo_Domingo,Sabana De Mar,"{'lon': -69.4, 'lat': 19.116667}",SNX,DO
446,America/Los_Angeles,Tonopah,"{'lon': -117.2305861, 'lat': 38.069211}",TPH,US
447,Australia/Melbourne,Kerang,"{'lon': 143.91667, 'lat': -35.666668}",KRA,AU
448,Asia/Kuala_Lumpur,Johor Bharu,"{'lon': 103.67083, 'lat': 1.638889}",JHB,MY
449,Pacific/Tarawa,Abemama Atoll,"{'lon': 173.85, 'lat': 0.483333}",AEA,KI
450,America/Anchorage,Naukiti,"{'lon': -133.21666, 'lat': 55.36667}",NKI,US
451,America/Anchorage,Solomon,"{'lon': -164.44028, 'lat': 64.56084}",SOL,US
452,Asia/Tokyo,Ube,"{'lon': 131.27489, 'lat': 33.933395}",UBJ,JP
453,Atlantic/Canary,Santa Cruz De La Palma,"{'lon': -17.755556, 'lat': 28.626389}",SPC,ES
454,America/Panama,David,"{'lon': -82.433334, 'lat': 8.383333}",DAV,PA
455,Africa/Mogadishu,Bossaso,"{'lon': 49.15, 'lat': 11.283333}",BSA,SO
456,America/Vancouver,Gillies Bay,"{'lon': -124.53333, 'lat': 49.7}",YGB,CA
457,America/Montreal,Forestville,"{'lon': -69.066666, 'lat': 48.75}",YFE,CA
458,America/New_York,Callaway Gardens,"{'lon': -84.8825, 'lat': 32.84028}",CWG,US
459,Europe/Berlin,Paderborn,"{'lon': 8.619832, 'lat': 51.610332}",PAD,DE
460,Asia/Shanghai,Xining,"{'lon': 102.03754, 'lat': 36.525322}",XNN,CN
461,Australia/Hobart,Strahan,"{'lon': 145.31667, 'lat': -42.15}",SRN,AU
462,Africa/Casablanca,Kenitra,"{'lon': -6.666667, 'lat': 34.266666}",NNA,MA
463,America/Chicago,Dallas,"{'lon': -96.769923, 'lat': 32.802955}",DFW,US
464,America/Bogota,San Andres Island,"{'lon': -81.70221, 'lat': 12.586047}",ADZ,CO
465,Europe/Oslo,Hammerfest,"{'lon': 23.675867, 'lat': 70.67999}",HFT,NO
466,America/New_York,Defiance,"{'lon': -84.36667, 'lat': 41.283333}",DFI,US
467,America/Guyana,Georgetown,"{'lon': -58.25308, 'lat': 6.503833}",GEO,GY
468,Europe/Sarajevo,Tuzla,"{'lon': 18.709167, 'lat': 44.40972}",TZL,BA
469,Pacific/Port_Moresby,Sauren,"{'lon': 148.95305, 'lat': -5.971389}",SXW,PG
470,Asia/Shanghai,Sanya,"{'lon': 109.409706, 'lat': 18.31063}",SYX,CN
471,Africa/Addis_Ababa,Degahbur,"{'lon': 43.583332, 'lat': 8.233333}",DGC,ET
472,Europe/London,Cardiff,"{'lon': -3.339075, 'lat': 51.39877}",CWL,GB
473,America/Denver,Baca Grande,"{'lon': -106.0, 'lat': 39.0}",BCJ,US
474,Asia/Shanghai,Shenzhen,"{'lon': 114.057868, 'lat': 22.543099}",SZX,CN
475,America/New_York,Atlanta,"{'lon': -84.3879824, 'lat': 33.7489954}",ATL,US
476,Europe/Oslo,Nordagutu,,XUO,NO
477,America/Noronha,Fernando De Noronha,"{'lon': -32.416668, 'lat': -3.85}",FEN,BR
478,America/Sao_Paulo,Teofilo Otoni,"{'lon': -41.5, 'lat': -17.85}",TFL,BR
479,Asia/Baghdad,Al-Najaf,"{'lon': 44.389187, 'lat': 31.993563}",NJF,IQ
480,Indian/Antananarivo,Antsiranana,"{'lon': 49.2925, 'lat': -12.346111}",DIE,MG
481,Indian/Antananarivo,Tulear,"{'lon': 43.724167, 'lat': -23.389723}",TLE,MG
482,Europe/Zurich,Altenrhein,"{'lon': 9.566667, 'lat': 47.483334}",ACH,CH
483,Asia/Jakarta,Kerinci,"{'lon': 101.25, 'lat': -1.716667}",KRC,ID
484,Pacific/Port_Moresby,Afore,"{'lon': 148.38333, 'lat': -9.133333}",AFR,PG
485,Asia/Srednekolymsk,Zyryanka,"{'lon': 150.9, 'lat': 65.75}",ZKP,RU
486,America/New_York,Anderson,"{'lon': -82.71, 'lat': 34.49361}",AND,US
487,America/Montreal,Gagnon,"{'lon': -68.13333, 'lat': 51.95}",YGA,CA
488,America/Havana,Cayo Largo Del Sur,"{'lon': -81.51667, 'lat': 21.616667}",CYO,CU
489,Asia/Karachi,Sibi,"{'lon': 67.88333, 'lat': 29.55}",SBQ,PK
490,America/Vancouver,Powell Lake,"{'lon': -124.4, 'lat': 50.183334}",WPL,CA
491,Africa/Gaborone,Gaborone,"{'lon': 25.92451, 'lat': -24.557981}",GBE,BW
492,Asia/Karachi,Panjgur,"{'lon': 64.1, 'lat': 26.966667}",PJG,PK
493,Pacific/Guadalcanal,Honiara,"{'lon': 160.04819, 'lat': -9.428592}",HIR,SB
494,America/Toronto,Kaschechewan,"{'lon': -81.6593538, 'lat': 52.2885437}",ZKE,CA
495,America/Anchorage,Pilot Point,"{'lon': -157.5791667, 'lat': 57.5641667}",PIP,US
496,Asia/Shanghai,Nansha,,NSZ,CN
497,America/Lima,Ayacucho,"{'lon': -74.24722, 'lat': -13.197222}",AYP,PE
498,Asia/Shanghai,Korla,"{'lon': 86.12434, 'lat': 41.689896}",KRL,CN
499,America/Argentina/Salta,Tartagal,"{'lon': -63.833332, 'lat': -22.533333}",TTG,AR
500,Europe/Athens,Samos,"{'lon': 26.914417, 'lat': 37.69145}",SMI,GR
501,America/Nassau,Congo Town,"{'lon': -77.583336, 'lat': 24.15}",COX,BS
502,Europe/Moscow,Amderma,"{'lon': 61.55, 'lat': 69.76667}",AMV,RU
503,Asia/Kolkata,Thiruvananthapuram,"{'lon': 76.91907, 'lat': 8.476126}",TRV,IN
504,Europe/Berlin,Aachen,"{'lon': 6.0815102, 'lat': 50.7754385}",AAH,DE
505,Atlantic/Azores,Santa Maria (Azores),"{'lon': -25.1, 'lat': 36.966667}",SMA,PT
506,Pacific/Port_Moresby,Aiyura,"{'lon': 145.9, 'lat': -6.333333}",AYU,PG
507,America/Yellowknife,Fort Simpson,"{'lon': -121.23333, 'lat': 61.75}",YFS,CA
508,Asia/Shanghai,Tianjin,"{'lon': 117.200983, 'lat': 39.084158}",TSN,CN
509,Europe/London,Yateley,"{'lon': -0.85, 'lat': 51.333332}",BBS,GB
510,America/New_York,Amityville,"{'lon': -73.416664, 'lat': 40.666668}",AYZ,US
511,Europe/Oslo,Kristiansund,"{'lon': 7.9961926, 'lat': 58.150937}",KSU,NO
512,Europe/Warsaw,Zielona Gora,"{'lon': 15.516667, 'lat': 51.933334}",IEG,PL
513,Pacific/Port_Moresby,Kuyol,"{'lon': 141.63055, 'lat': -5.378333}",KUX,PG
514,America/Jamaica,Kingston,"{'lon': -76.792009, 'lat': 17.992731}",KIN,JM
515,Asia/Jakarta,Tasikmalaya,"{'lon': 108.2, 'lat': -7.3}",TSY,ID
516,Europe/Paris,Alpe D Huez,"{'lon': 6.083333, 'lat': 45.083332}",AHZ,FR
517,America/Santiago,Arica,"{'lon': -70.335556, 'lat': -18.349766}",ARI,CL
518,Africa/Monrovia,Buchanan,"{'lon': -10.033333, 'lat': 5.95}",UCN,LR
519,America/Bogota,Barranquilla,"{'lon': -74.77618, 'lat': 10.886398}",BAQ,CO
520,America/Panama,Tupile,"{'lon': -79.48722, 'lat': 9.5725}",TUE,PA
521,Europe/Bucharest,Bacau,"{'lon': 26.881945, 'lat': 46.59861}",BCM,RO
522,America/Panama,Tubala,"{'lon': -77.666664, 'lat': 8.833333}",TUW,PA
523,Asia/Novokuznetsk,Barnaul,"{'lon': 83.547646, 'lat': 53.361088}",BAX,RU
524,Pacific/Auckland,Whangarei,"{'lon': 174.36403, 'lat': -35.76742}",WRE,NZ
525,Australia/Darwin,Tobermorey,"{'lon': 137.96666, 'lat': -22.283333}",TYP,AU
526,America/Chicago,Union City,"{'lon': -89.05, 'lat': 36.433334}",UCY,US
527,Europe/Vilnius,Kaunas,"{'lon': 23.916668, 'lat': 54.9}",KUN,LT
528,America/St_Johns,Buchans,"{'lon': -56.86667, 'lat': 48.833332}",YZM,CA
529,Australia/Perth,Shay Gap,"{'lon': 120.23333, 'lat': -20.816668}",SGP,AU
530,Atlantic/St_Helena,Jamestown,"{'lon': -14.4, 'lat': -7.966667}",HLE,SH
531,Europe/Athens,Karpathos,"{'lon': 27.146729, 'lat': 35.420685}",AOK,GR
532,Europe/Moscow,Kirovsk,"{'lon': 33.583332, 'lat': 67.583336}",KVK,RU
533,Asia/Hovd,Uliastai,"{'lon': 96.85, 'lat': 47.75}",ULZ,MN
534,America/New_York,Zanesville,"{'lon': -82.01667, 'lat': 39.933334}",ZZV,US
535,Pacific/Rarotonga,Aitutaki,"{'lon': -159.767, 'lat': -18.829443}",AIT,CK
536,Africa/Johannesburg,Port Elizabeth,"{'lon': 25.611422, 'lat': -33.98371}",PLZ,ZA
537,Asia/Kathmandu,Dolpa,"{'lon': 82.816666, 'lat': 29.0}",DOP,NP
538,America/Anchorage,Summit,"{'lon': -149.31667, 'lat': 63.316666}",UMM,US
539,Asia/Phnom_Penh,Battambang,"{'lon': 103.2, 'lat': 13.116667}",BBM,KH
540,Asia/Calcutta,Kannur,"{'lon': 75.35556, 'lat': 11.86889}",CNN,IN
541,Indian/Cocos,Cocos Islands,"{'lon': 96.916664, 'lat': -12.166667}",CCK,CC
542,Australia/Adelaide,Andamooka,"{'lon': 137.15, 'lat': -31.016666}",ADO,AU
543,Africa/Ouagadougou,Po,"{'lon': -1.166667, 'lat': 11.183333}",PUP,BF
544,Africa/Casablanca,Laayoune,"{'lon': -13.216667, 'lat': 27.133333}",EUN,MA
545,Europe/London,Leeds,"{'lon': -1.4722292, 'lat': 53.8371263}",LBA,GB
546,America/Toronto,Hearst,"{'lon': -83.683334, 'lat': 49.716667}",YHF,CA
547,Africa/Johannesburg,Queenstown,"{'lon': 26.866667, 'lat': -31.866667}",UTW,ZA
548,America/Chicago,Beatrice,"{'lon': -96.75, 'lat': 40.3}",BIE,US
549,America/Manaus,Labrea,"{'lon': -64.85, 'lat': -7.25}",LBR,BR
550,Europe/Paris,Beziers,"{'lon': 3.354444, 'lat': 43.324165}",BZR,FR
551,America/Antigua,Barbuda,"{'lon': -61.765, 'lat': 17.555555}",BBQ,AG
552,America/Iqaluit,Pond Inlet,"{'lon': -78.0, 'lat': 72.683334}",YIO,CA
553,America/New_York,Athens,"{'lon': -83.32472, 'lat': 33.95195}",AHN,US
554,America/Phoenix,Douglas,"{'lon': -109.5453447, 'lat': 31.3445471}",DUG,US
555,Europe/Stockholm,Ronneby,"{'lon': 15.27, 'lat': 56.27}",RNB,SE
556,Pacific/Port_Moresby,Uvol,"{'lon': 150.96666, 'lat': -5.975}",UVO,PG
557,America/Chicago,Montgomery,"{'lon': -86.279167, 'lat': 32.361667}",MGM,US
558,Africa/Bangui,Berberati,"{'lon': 15.788056, 'lat': 4.219167}",BBT,CF
559,America/Chicago,Madison,"{'lon': -89.3465, 'lat': 43.136375}",MSN,US
560,America/Denver,Plentywood,"{'lon': -104.566666, 'lat': 48.783333}",PWD,US
561,Africa/Blantyre,Blantyre,"{'lon': 34.970833, 'lat': -15.674722}",BLZ,MW
562,America/Vancouver,Duncan/Quam,"{'lon': -123.7, 'lat': 48.783333}",DUQ,CA
563,Asia/Riyadh,Unayzah,"{'lon': 43.933334, 'lat': 26.1}",UZH,SA
564,Asia/Seoul,Incheon,"{'lon': 126.6, 'lat': 37.466667}",JCN,KR
565,America/Chicago,Lubbock,"{'lon': -101.8551665, 'lat': 33.5778631}",LBB,US
566,Europe/London,Nuneaton,,XNV,GB
567,Pacific/Port_Moresby,Sila,"{'lon': 147.5, 'lat': -8.333333}",SIL,PG
568,America/New_York,Niagara Falls,"{'lon': -78.95, 'lat': 43.1}",IAG,US
569,Africa/Lusaka,Zambezi,"{'lon': 23.11, 'lat': -13.537222}",BBZ,ZM
570,America/Winnipeg,Island Lake,"{'lon': -94.78333, 'lat': 54.2}",YIV,CA
571,Africa/Mogadishu,Berbera,"{'lon': 45.00639, 'lat': 10.419444}",BBO,SO
572,Pacific/Port_Moresby,Eia,"{'lon': 147.63333, 'lat': -8.116667}",EIA,PG
573,America/Chicago,Belleville,"{'lon': -89.85183, 'lat': 38.65178}",BLV,US
574,America/La_Paz,Rurrenabaque,"{'lon': -67.55, 'lat': -14.45}",RBQ,BO
575,Australia/Sydney,Newcastle,"{'lon': 151.75, 'lat': -32.9166667}",NTL,AU
576,Australia/Hobart,Latrobe,"{'lon': 146.4, 'lat': -41.233334}",LTB,AU
577,Pacific/Port_Moresby,Oram,"{'lon': 148.03334, 'lat': -9.672222}",RAX,PG
578,America/Denver,Columbus,"{'lon': -107.63333, 'lat': 31.833332}",CUS,US
579,America/Tegucigalpa,Limon,"{'lon': -85.55, 'lat': 15.866667}",LMH,HN
580,America/Montreal,LaForges,"{'lon': -72.48333, 'lat': 54.183334}",YLF,CA
581,Europe/Madrid,Valencia,"{'lon': -0.4558824, 'lat': 39.4907322}",VLC,ES
582,America/Chicago,Lincoln,"{'lon': -96.75471, 'lat': 40.846176}",LNK,US
583,Africa/Nairobi,Marsabit,"{'lon': 37.983334, 'lat': 2.333333}",RBT,KE
584,Asia/Aqtobe,Aktyubinsk,"{'lon': 57.211403, 'lat': 50.249336}",AKX,KZ
